"","SubjectID_right_unique","SubjectID_left_unique","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept_left","Slope_left","Intercept_right","Slope_right","skill_dif","Response_left_abs","Response_right_abs","conf_dif","z_Response_left","z_Response_right"
"1885","62_1","61_1","61",62,"Male","Female",23,22,"Stim\r04y16g13b13.jpeg","Stim\r03y06g12b09.jpeg",4,3,16,6,13,12,13,9,-2,2,0,1,1,0,0,2.678,2.353,0,5.511,1,"grøn","61_62",-1,1,0,1,"Right_lead","Female","Male","stick",0.423968102836009,0.190947229652626,0.337742633383686,0.209984769184853,1.09970052755864,2,2,-1.04056877081284,-1.0091358748844,1.05007527691159
"1886","62_1","61_1","61",62,"Male","Female",23,22,"Stim\r06y14g31b25.jpeg","Stim\r05y40g33b16.jpeg",6,5,14,40,31,33,25,16,2,-2,0,1,1,0,1,1.998,1.411,0,3.877,1,"grøn","61_62",2,0,1,1,"Right_lead","Female","Male","surrender",0.423968102836009,0.190947229652626,0.337742633383686,0.209984769184853,1.09970052755864,2,2,-1.51924910383725,0.713122684918307,-1.08341099998815
"1887","62_1","61_1","61",62,"Male","Female",23,22,"Stim\r10y07g11b10.jpeg","Stim\r12y07g07b17.jpeg",10,12,7,7,11,7,10,17,2,-1,0,1,0,1,0,2,2.029,0,1.511,1,"grøn","61_62",-4,0,1,1,"Right_lead","Female","Male","surrender",0.423968102836009,0.190947229652626,0.337742633383686,0.209984769184853,1.09970052755864,2,1,-0.771311083486604,0.713122684918307,-0.550039430763215
"1888","62_1","61_1","61",62,"Male","Female",23,22,"Stim\r17y11g38b07.jpeg","Stim\r06y14g31b25.jpeg",17,6,11,14,38,31,7,25,2,-2,0,1,0,1,0,2.51,2.206,0,2.247,1,"grøn","61_62",-7,0,1,1,"Right_lead","Female","Male","surrender",0.423968102836009,0.190947229652626,0.337742633383686,0.209984769184853,1.09970052755864,2,2,-1.51924910383725,0.713122684918307,-1.08341099998815
"1889","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r22y35g09b11.jpeg","Stim\r21y03g15b37.jpeg",22,21,35,3,9,15,11,37,-2,4,0,-1,1,0,1,2.09,1.387,0,4.043,2,"rød","61_63",-1,1,0,0,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,4,-1.41305830828402,-1.53054838222032,2.16275410772709
"1890","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r10y27g22b14.jpeg","Stim\r09y02g05b02.jpeg",10,9,27,2,22,5,14,2,4,-1,0,1,0,1,0,1.661,1.508,0,1.265,2,"rød","61_63",-1,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,4,1,-0.141454730544765,1.1761055989693,-0.166365700594392
"1891","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r20y14g02b19.jpeg","Stim\r12y07g16b25.jpeg",20,12,14,7,2,16,19,25,-2,3,1,0,1,0,0,2.531,1.247,4.133,0,2,"rød","61_63",-8,1,0,1,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,2,3,-0.901951318250483,-1.53054838222032,1.69693014606279
"1892","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r14y10g15b15.jpeg","Stim\r06y14g31b25.jpeg",14,6,10,14,15,31,15,25,-3,1,-1,0,1,0,1,1.829,0.975,3.328,0,2,"rød","61_63",-8,1,0,0,"Left_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,3,1,-2.58944650772782,-1.98165737908526,0.765282222734201
"1893","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r11y26g25b38.jpeg","Stim\r07y14g27b22.jpeg",11,7,26,14,25,27,38,22,2,-1,0,-1,0,1,1,2.836,1.654,0,2.579,2,"rød","61_63",-4,0,1,0,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,1,-0.607423254692225,0.273887605239426,-0.166365700594392
"1894","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r08y09g09b11.jpeg","Stim\r09y07g06b09.jpeg",8,9,9,7,9,6,11,9,3,-1,0,1,1,0,1,2.012,1.094,0,1.381,2,"rød","61_63",1,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,1,-0.229471007328174,0.724996602104363,-0.166365700594392
"1895","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r12y12g14b26.jpeg","Stim\r11y26g25b38.jpeg",12,11,12,26,14,25,26,38,3,-1,1,0,0,1,0,1.347,1.51,6.693,0,2,"rød","61_63",-1,0,1,1,"Left_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,3,1,-4.35784900081023,0.724996602104363,-0.166365700594392
"1896","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r05y40g33b16.jpeg","Stim\r11y10g06b19.jpeg",5,11,40,10,33,6,16,19,4,-3,-1,0,1,0,0,1.504,1.167,6.175,0,2,"blå","61_63",3,0,1,0,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,4,3,-1.07112113487928,1.1761055989693,-1.09801362392298
"1897","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r14y12g04b29.jpeg","Stim\r18y19g14b27.jpeg",14,18,12,19,4,14,29,27,3,-2,0,1,0,1,0,2.23,1.143,0,2.57,2,"blå","61_63",-2,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,2,-0.871989827847061,0.724996602104363,-0.632189662258688
"1898","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r19y15g35b05.jpeg","Stim\r15y16g12b03.jpeg",19,15,15,16,35,12,5,3,-2,1,0,-1,1,0,1,2.3,1.353,0,1.274,2,"blå","61_63",-2,1,0,0,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,1,-0.500005247546653,-1.53054838222032,0.765282222734201
"1899","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r09y15g18b07.jpeg","Stim\r15y05g12b10.jpeg",9,15,15,5,18,12,7,10,2,-2,0,1,1,0,1,1.919,1.082,0,1.304,2,"blå","61_63",3,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,2,-2.30820836783046,0.273887605239426,-0.632189662258688
"1900","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r18y13g28b06.jpeg","Stim\r17y07g07b24.jpeg",18,17,13,7,28,7,6,24,3,-1,0,1,0,1,0,2.281,1.226,0,1.098,2,"gul","61_63",-6,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,1,-0.229471007328174,0.724996602104363,-0.166365700594392
"1901","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r13y33g08b23.jpeg","Stim\r22y35g09b11.jpeg",13,22,33,35,8,9,23,11,3,-1,1,0,1,0,1,2.874,1.752,5.162,0,2,"gul","61_63",2,0,1,1,"Left_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,3,1,-4.35784900081023,0.724996602104363,-0.166365700594392
"1902","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r05y28g23b30.jpeg","Stim\r21y24g16b04.jpeg",5,21,28,24,23,16,30,4,3,-2,0,1,0,1,0,2.334,1.115,0,1.097,2,"gul","61_63",-4,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,2,-0.871989827847061,0.724996602104363,-0.632189662258688
"1903","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r19y15g35b05.jpeg","Stim\r15y17g24b30.jpeg",19,15,15,17,35,24,5,30,3,-4,0,-1,1,0,0,1.425,1.422,0,1.758,2,"gul","61_63",2,0,1,0,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,4,-2.15702746888484,0.724996602104363,-1.56383758558728
"1904","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r15y16g12b03.jpeg","Stim\r19y15g35b05.jpeg",15,19,16,15,12,35,3,5,-2,1,1,0,1,0,0,4.391,2.304,5.914,0,2,"gul","61_63",-1,1,0,1,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,2,1,-1.99997901003368,-1.53054838222032,0.765282222734201
"1905","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r10y13g07b36.jpeg","Stim\r16y09g06b10.jpeg",10,16,13,9,7,6,36,10,2,-1,-1,0,0,1,1,1.191,0.785,2.578,0,2,"gul","61_63",-4,0,1,0,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,2,1,-1.6462985114172,0.273887605239426,-0.166365700594392
"1906","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r06y36g16b14.jpeg","Stim\r13y33g08b23.jpeg",6,13,36,33,16,8,14,23,3,-2,0,1,0,1,0,2.365,1.865,0,1.412,2,"gul","61_63",-3,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,2,-0.871989827847061,0.724996602104363,-0.632189662258688
"1907","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r11y10g06b19.jpeg","Stim\r20y14g02b19.jpeg",11,20,10,14,6,2,19,19,-1,3,0,1,0,1,1,3.234,1.61,0,2.381,2,"gul","61_63",4,1,0,1,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,1,3,-1.57204764721839,-1.07943938535539,1.69693014606279
"1908","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r10y27g22b14.jpeg","Stim\r12y07g16b25.jpeg",10,12,27,7,22,16,14,25,2,-4,-1,0,0,1,1,1.11,1.802,2.101,0,2,"grøn","61_63",-6,0,1,0,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,2,4,-0.175138139512468,0.273887605239426,-1.56383758558728
"1909","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r05y40g33b16.jpeg","Stim\r09y17g32b21.jpeg",5,9,40,17,33,32,16,21,3,-3,0,-1,0,1,1,2.071,1.885,0,3.077,2,"grøn","61_63",-1,0,1,0,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,3,3,-1.51450864836595,0.724996602104363,-1.09801362392298
"1910","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r07y14g27b22.jpeg","Stim\r05y28g23b30.jpeg",7,5,14,28,27,23,22,30,3,-3,-1,0,0,1,1,2.764,2.261,2.084,0,2,"grøn","61_63",-4,0,1,0,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,3,3,-0.660280151637914,0.724996602104363,-1.09801362392298
"1911","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r08y09g09b11.jpeg","Stim\r15y16g12b03.jpeg",8,15,9,16,9,12,11,3,2,-1,0,1,1,0,1,1.837,1.191,0,1.202,2,"grøn","61_63",3,0,1,1,"Right_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,1,-0.607423254692225,0.273887605239426,-0.166365700594392
"1912","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r10y07g11b10.jpeg","Stim\r03y06g12b09.jpeg",10,3,7,6,11,12,10,9,2,-1,0,-1,1,0,0,3.249,1.263,0,2.899,2,"grøn","61_63",1,0,1,0,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,2,1,-0.607423254692225,0.273887605239426,-0.166365700594392
"1913","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r12y09g30b18.jpeg","Stim\r04y28g27b06.jpeg",12,4,9,28,30,27,18,6,-2,3,1,0,1,0,0,1.653,1.5,2.089,0,2,"grøn","61_63",-3,1,0,1,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,2,3,-0.901951318250483,-1.53054838222032,1.69693014606279
"1914","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r22y35g09b11.jpeg","Stim\r13y24g05b28.jpeg",22,13,35,24,9,5,11,28,3,-1,1,0,0,1,0,1.336,0.913,1.391,0,2,"grøn","61_63",-4,0,1,1,"Left_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,3,1,-4.35784900081023,0.724996602104363,-0.166365700594392
"1915","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r17y12g19b18.jpeg","Stim\r22y23g20b06.jpeg",17,22,12,23,19,20,18,6,-1,2,1,0,0,1,1,1.293,1.421,1.858,0,2,"grøn","61_63",1,1,0,1,"Left_lead","Male","Male","surrender",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,0.965731558256094,1,2,-0.876804453616473,-1.07943938535539,1.2311061843985
"1916","63_2","61_2","61",63,"Male","Male",23,23,"Stim\r05y09g02b34.jpeg","Stim\r01y27g01b01.jpeg",5,1,9,27,2,1,34,1,1,-1,0,-1,0,1,1,2.183,0.696,0,1.367,2,"grøn","61_63",-1,0,1,0,"Right_lead","Male","Male","stick",0.541107484980423,0.215508261318657,0.121051196246985,0.223155450887221,1.0354844381453,1,1,0.938745029978894,-0.177221391625511,-0.166365700594392
"1917","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r05y28g23b30.jpeg","Stim\r09y15g18b07.jpeg",5,9,28,15,23,18,30,7,2,-2,1,0,1,0,1,1.698,3.811,6.162,0,1,"rød","63_64",4,0,1,1,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,2,-0.707901077196964,1.07649779176251,-1.52068957999762
"1918","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r16y21g04b04.jpeg","Stim\r19y10g06b15.jpeg",16,19,21,10,4,6,4,15,-2,2,-1,0,0,1,0,1.86,2.406,3.346,0,1,"rød","63_64",3,1,0,0,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,2,-0.919367696853249,-0.602838763387008,0.655710185870534
"1919","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r21y24g16b04.jpeg","Stim\r17y20g40b07.jpeg",21,17,24,20,16,40,4,7,2,-1,-1,0,0,1,1,2.711,2.496,2.716,0,1,"rød","63_64",-4,0,1,0,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,1,-1.10230310592099,1.07649779176251,-0.976589638530582
"1920","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r10y03g03b07.jpeg","Stim\r14y20g16b10.jpeg",10,14,3,20,3,16,7,10,-1,1,-1,0,0,1,0,3.828,2.325,3.054,0,1,"rød","63_64",4,1,0,0,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,1,1,-1.63967587005747,-0.183004624599627,0.111610244403495
"1921","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r05y09g02b34.jpeg","Stim\r01y27g01b01.jpeg",5,1,9,27,2,1,34,1,-2,1,0,-1,1,0,1,1.623,2.8,0,3.511,1,"rød","63_64",-4,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,1,-0.185141120946537,-0.602838763387008,0.111610244403495
"1922","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r04y28g27b06.jpeg","Stim\r12y09g30b18.jpeg",4,12,28,9,27,30,6,18,-1,2,0,1,0,1,1,2.427,2.219,0,6.281,1,"rød","63_64",8,1,0,1,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,1,2,-3.58302522302416,-0.183004624599627,0.655710185870534
"1923","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r11y10g06b19.jpeg","Stim\r07y06g08b05.jpeg",11,7,10,6,6,8,19,5,4,-1,1,0,0,1,0,3.167,2.378,2.061,0,1,"rød","63_64",-4,0,1,1,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,4,1,-1.96209952853936,1.91616606933728,-0.976589638530582
"1924","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r08y09g09b11.jpeg","Stim\r12y07g07b17.jpeg",8,12,9,7,9,7,11,17,-2,2,0,-1,0,1,0,2.547,1.361,0,4.562,1,"rød","63_64",4,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,2,-1.08770408556091,-0.602838763387008,0.655710185870534
"1925","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r04y16g13b13.jpeg","Stim\r10y02g36b05.jpeg",4,10,16,2,13,36,13,5,2,-2,-1,0,1,0,0,2.964,2.257,2.276,0,1,"rød","63_64",6,0,1,0,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,2,-0.707901077196964,1.07649779176251,-1.52068957999762
"1926","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r14y10g15b15.jpeg","Stim\r06y36g16b14.jpeg",14,6,10,36,15,16,15,14,-4,3,0,-1,1,0,1,1.489,1.701,0,6.998,1,"rød","63_64",-8,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,4,3,-0.831753394103101,-1.44250704096177,1.19981012733757
"1927","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r05y40g33b16.jpeg","Stim\r09y07g06b09.jpeg",5,9,40,7,33,6,16,9,2,-2,0,1,1,0,1,1.588,1.534,0,5.142,1,"rød","63_64",4,0,1,1,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,2,-1.41262675282208,1.07649779176251,-1.52068957999762
"1928","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r10y13g07b36.jpeg","Stim\r14y12g04b29.jpeg",10,14,13,12,7,4,36,29,3,-2,0,1,1,0,1,1.971,2.049,0,4.459,1,"rød","63_64",4,0,1,1,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,3,2,-1.01627823944035,1.49633193054989,-1.52068957999762
"1929","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r17y07g07b24.jpeg","Stim\r06y14g31b25.jpeg",17,6,7,14,7,31,24,25,-4,2,0,-1,0,1,0,1.88,2.058,0,3.41,1,"blå","63_64",1,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,4,2,-0.454562901428439,-1.44250704096177,0.655710185870534
"1930","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r12y07g16b25.jpeg","Stim\r09y06g26b32.jpeg",12,9,7,6,16,26,25,32,-2,2,0,1,0,1,1,2.056,2.301,0,3.793,1,"blå","63_64",7,1,0,1,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,2,-1.08770408556091,-0.602838763387008,0.655710185870534
"1931","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r04y39g24b15.jpeg","Stim\r22y35g09b11.jpeg",4,22,39,35,24,9,15,11,-1,1,1,0,1,0,0,1.543,2.306,2.509,0,1,"blå","63_64",-4,1,0,1,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,1,1,-1.63967587005747,-0.183004624599627,0.111610244403495
"1932","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r19y10g06b15.jpeg","Stim\r22y35g09b11.jpeg",19,22,10,35,6,9,15,11,3,-2,1,0,0,1,0,1.504,1.266,3.051,0,1,"blå","63_64",-4,0,1,1,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,3,2,-0.98398249730378,1.49633193054989,-1.52068957999762
"1933","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r14y12g04b29.jpeg","Stim\r09y06g26b32.jpeg",14,9,12,6,4,26,29,32,-3,2,0,-1,0,1,0,1.48,0.976,0,3.292,1,"blå","63_64",3,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,3,2,-0.641172934646429,-1.02267290217439,0.655710185870534
"1934","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r08y23g10b29.jpeg","Stim\r03y11g01b26.jpeg",8,3,23,11,10,1,29,26,4,-3,0,-1,0,1,1,2.041,1.488,0,2.539,1,"blå","63_64",-3,0,1,0,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,4,3,-1.07756292865513,1.91616606933728,-2.06478952146466
"1935","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r06y36g16b14.jpeg","Stim\r19y15g35b05.jpeg",6,19,36,15,16,35,14,5,1,-1,0,1,0,1,0,1.597,2.01,0,1.821,1,"blå","63_64",-9,0,1,1,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,1,1,-1.48719916825907,0.656663652975134,-0.976589638530582
"1936","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r11y13g22b35.jpeg","Stim\r21y03g15b37.jpeg",11,21,13,3,22,15,35,37,4,-3,1,0,1,0,1,1.684,1.245,3.778,0,1,"blå","63_64",2,0,1,1,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,4,3,-0.928020047282128,1.91616606933728,-2.06478952146466
"1937","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r09y07g06b09.jpeg","Stim\r22y35g09b11.jpeg",9,22,7,35,6,9,9,11,-1,1,0,-1,0,1,0,2.215,1.078,0,3.955,1,"blå","63_64",2,1,0,0,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,1,1,-0.609876633706241,-0.183004624599627,0.111610244403495
"1938","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r22y02g34b05.jpeg","Stim\r02y19g24b04.jpeg",22,2,2,19,34,24,5,4,-1,1,-1,0,1,0,1,1.042,1.237,2.571,0,1,"blå","63_64",-1,1,0,0,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,1,1,-1.63967587005747,-0.183004624599627,0.111610244403495
"1939","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r09y15g18b07.jpeg","Stim\r10y07g11b10.jpeg",9,10,15,7,18,11,7,10,-2,2,1,0,0,1,1,1.53,0.996,2.031,0,1,"blå","63_64",3,1,0,1,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,2,-0.919367696853249,-0.602838763387008,0.655710185870534
"1940","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r11y26g25b38.jpeg","Stim\r08y23g10b29.jpeg",11,8,26,23,25,10,38,29,-2,2,0,1,1,0,0,1.302,1.465,0,2.594,1,"gul","63_64",-3,1,0,1,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,2,-1.08770408556091,-0.602838763387008,0.655710185870534
"1941","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r09y15g18b07.jpeg","Stim\r12y07g16b25.jpeg",9,12,15,7,18,16,7,25,2,-1,0,1,0,1,0,1.181,1.358,0,2.842,1,"gul","63_64",-8,0,1,1,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,1,-0.907191492638033,1.07649779176251,-0.976589638530582
"1942","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r07y14g27b22.jpeg","Stim\r09y17g32b21.jpeg",7,9,14,17,27,32,22,21,-3,2,0,1,0,1,1,1.475,1.503,0,2.532,1,"gul","63_64",3,1,0,1,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,3,2,-0.641172934646429,-1.02267290217439,0.655710185870534
"1943","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r10y37g07b02.jpeg","Stim\r04y39g24b15.jpeg",10,4,37,39,7,24,2,15,-3,3,1,0,0,1,1,4.644,2.89,2.399,0,1,"gul","63_64",2,1,0,1,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,3,3,-0.852362285392391,-1.02267290217439,1.19981012733757
"1944","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r10y27g22b14.jpeg","Stim\r08y23g10b29.jpeg",10,8,27,23,22,10,14,29,-2,2,0,1,1,0,0,1.275,1.436,0,2.877,1,"gul","63_64",-4,1,0,1,"Right_lead","Female","Male","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,2,2,-1.08770408556091,-0.602838763387008,0.655710185870534
"1945","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r09y07g06b09.jpeg","Stim\r18y13g28b06.jpeg",9,18,7,13,6,28,9,6,-2,2,-1,0,0,1,0,2.107,1.253,1.764,0,1,"gul","63_64",6,1,0,0,"Left_lead","Male","Female","stick",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,2,2,-0.919367696853249,-0.602838763387008,0.655710185870534
"1946","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r03y06g12b09.jpeg","Stim\r03y03g02b05.jpeg",3,3,6,3,12,2,9,5,-1,2,1,0,1,0,0,1.366,1.263,1.58,0,1,"gul","63_64",-3,1,0,1,"Left_lead","Male","Female","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,1.00191761663584,1,2,-0.279093765116165,-0.183004624599627,0.655710185870534
"1947","64_1","63_1","63",64,"Male","Female",23,20,"Stim\r10y02g36b05.jpeg","Stim\r11y10g06b19.jpeg",10,11,2,10,36,6,5,19,3,-1,0,1,1,0,1,1.663,1.376,0,1.881,1,"gul","63_64",8,0,1,1,"Right_lead","Female","Male","surrender",-0.44804210008914,0.20904261744253,0.0629792631888769,0.208642521073177,0.99808605357966,3,1,-0.652655750099304,1.49633193054989,-0.976589638530582
