"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"3149","40_2","40","Female",26,"Stim\r14y12g04b29.jpeg","Stim\r03y11g01b26.jpeg",14,3,12,11,4,1,29,26,1,1,0,0,2.516,5.448,2,"grøn","38_40",-3,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3151","40_2","40","Female",26,"Stim\r09y02g05b02.jpeg","Stim\r19y10g06b15.jpeg",9,19,2,10,5,6,2,15,1,-1,1,0,1.329,2.836,2,"grøn","38_40",1,1,0,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3153","40_2","40","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r15y16g12b03.jpeg",13,15,33,16,8,12,23,3,-1,1,0,1,0.87,2.836,2,"grøn","38_40",4,0,1,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3154","40_2","40","Female",26,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,2,1,0,0,1.16,3.69,2,"grøn","38_40",-1,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3155","41_1","41","Male",21,"Stim\r19y15g35b05.jpeg","Stim\r17y07g07b24.jpeg",19,17,15,7,35,7,5,24,-2,1,1,0,5.235,2.606,1,"rød","43_41",-2,0,1,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3158","41_1","41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r19y10g06b15.jpeg",11,19,14,10,8,6,23,15,2,-1,1,0,1.566,2.438,1,"rød","43_41",8,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3159","41_1","41","Male",21,"Stim\r09y06g26b32.jpeg","Stim\r05y28g23b30.jpeg",9,5,6,28,26,23,32,30,2,-1,0,1,3.447,4.416,1,"rød","43_41",-4,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3160","41_1","41","Male",21,"Stim\r15y17g24b30.jpeg","Stim\r16y21g04b04.jpeg",15,16,17,21,24,4,30,4,-2,1,0,1,2.706,1.844,1,"rød","43_41",1,0,1,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3161","41_1","41","Male",21,"Stim\r13y24g05b28.jpeg","Stim\r10y03g03b07.jpeg",13,10,24,3,5,3,28,7,-2,1,1,0,1.584,1.878,1,"rød","43_41",-3,0,1,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3163","41_1","41","Male",21,"Stim\r12y12g14b26.jpeg","Stim\r13y24g05b28.jpeg",12,13,12,24,14,5,26,28,2,-1,1,0,2.798,7.022,1,"rød","43_41",1,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3165","41_1","41","Male",21,"Stim\r13y24g05b28.jpeg","Stim\r18y19g14b27.jpeg",13,18,24,19,5,14,28,27,-2,1,1,0,3.278,4.382,1,"blå","43_41",-1,0,1,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3166","41_1","41","Male",21,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,2,1,1,1,1.571,2.392,1,"blå","43_41",1,1,1,"Right_lead","Male","Male","stick",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3168","41_1","41","Male",21,"Stim\r12y07g07b17.jpeg","Stim\r19y10g06b15.jpeg",12,19,7,10,7,6,17,15,2,-1,0,1,3.318,2.065,1,"blå","43_41",-2,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3177","41_1","41","Male",21,"Stim\r05y40g33b16.jpeg","Stim\r10y37g07b02.jpeg",5,10,40,37,33,7,16,2,2,-1,0,1,3.065,1.693,1,"gul","43_41",-3,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3178","41_1","41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r11y10g06b19.jpeg",11,11,14,10,8,6,23,19,-2,1,1,0,1.518,3.361,1,"gul","43_41",-4,0,1,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3180","41_1","41","Male",21,"Stim\r09y17g32b21.jpeg","Stim\r06y14g31b25.jpeg",9,6,17,14,32,31,21,25,2,-1,0,1,1.224,3.088,1,"grøn","43_41",-1,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3181","41_1","41","Male",21,"Stim\r04y16g13b13.jpeg","Stim\r15y05g12b10.jpeg",4,15,16,5,13,12,13,10,2,-1,0,1,1.968,1.78,1,"grøn","43_41",-1,1,0,"Right_lead","Male","Male","surrender",-0.013905001324461,0.21109579048665,1.00521837314757,"right"
"3182","41_2","41","Male",21,"Stim\r19y10g06b15.jpeg","Stim\r15y16g12b03.jpeg",19,15,10,16,6,12,15,3,2,-1,0,1,1.98,2.58,2,"rød","44_41",-4,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3185","41_2","41","Male",21,"Stim\r08y09g09b11.jpeg","Stim\r10y03g03b07.jpeg",8,10,9,3,9,3,11,7,2,-1,1,0,3.252,2.708,2,"rød","44_41",2,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3186","41_2","41","Male",21,"Stim\r21y24g16b04.jpeg","Stim\r22y23g20b06.jpeg",21,22,24,23,16,20,4,6,2,1,1,1,1.346,3.603,2,"rød","44_41",1,1,1,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3188","41_2","41","Male",21,"Stim\r22y02g34b05.jpeg","Stim\r21y03g15b37.jpeg",22,21,2,3,34,15,5,37,2,-1,0,1,1.264,1.734,2,"rød","44_41",-1,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3189","41_2","41","Male",21,"Stim\r15y16g12b03.jpeg","Stim\r03y03g02b05.jpeg",15,3,16,3,12,2,3,5,-1,1,0,1,2.096,2.872,2,"blå","44_41",2,0,1,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3190","41_2","41","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r17y07g07b24.jpeg",11,17,14,7,8,7,23,24,2,-1,1,0,1.101,2.183,2,"blå","44_41",1,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3192","41_2","41","Male",21,"Stim\r15y17g24b30.jpeg","Stim\r14y12g04b29.jpeg",15,14,17,12,24,4,30,29,3,1,0,0,1.574,1.384,2,"blå","44_41",-1,1,1,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3195","41_2","41","Male",21,"Stim\r04y28g27b06.jpeg","Stim\r10y37g07b02.jpeg",4,10,28,37,27,7,6,2,1,-1,1,0,1.893,2.961,2,"gul","44_41",9,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3198","41_2","41","Male",21,"Stim\r09y02g05b02.jpeg","Stim\r09y06g26b32.jpeg",9,9,2,6,5,26,2,32,2,1,1,1,0.809,1.546,2,"gul","44_41",4,1,1,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3200","41_2","41","Male",21,"Stim\r09y15g18b07.jpeg","Stim\r15y16g12b03.jpeg",9,15,15,16,18,12,7,3,2,1,1,1,1.028,4.697,2,"gul","44_41",1,1,1,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3201","41_2","41","Male",21,"Stim\r19y10g06b15.jpeg","Stim\r10y37g07b02.jpeg",19,10,10,37,6,7,15,2,1,-1,1,0,1.693,2.005,2,"grøn","44_41",1,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3202","41_2","41","Male",21,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,1,1,0,0,2.255,2.745,2,"grøn","44_41",-4,1,1,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3203","41_2","41","Male",21,"Stim\r20y14g02b19.jpeg","Stim\r01y27g01b01.jpeg",20,1,14,27,2,1,19,1,1,-1,0,1,1.35,4.01,2,"grøn","44_41",-1,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3204","41_2","41","Male",21,"Stim\r15y05g12b10.jpeg","Stim\r18y19g14b27.jpeg",15,18,5,19,12,14,10,27,-2,-1,0,0,2.09,3.298,2,"grøn","44_41",2,0,0,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3205","41_2","41","Male",21,"Stim\r07y06g08b05.jpeg","Stim\r11y10g06b19.jpeg",7,11,6,10,8,6,5,19,-2,-1,1,1,1.792,1.96,2,"grøn","44_41",-2,0,0,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3206","41_2","41","Male",21,"Stim\r21y31g06b08.jpeg","Stim\r14y12g04b29.jpeg",21,14,31,12,6,4,8,29,1,-1,0,1,2.045,1.658,2,"grøn","44_41",-2,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3208","41_2","41","Male",21,"Stim\r02y19g24b04.jpeg","Stim\r11y13g22b35.jpeg",2,11,19,13,24,22,4,35,-2,-1,1,1,1.412,2.066,2,"grøn","44_41",-2,0,0,"Right_lead","Male","Female","stick",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3210","41_2","41","Male",21,"Stim\r14y10g15b15.jpeg","Stim\r03y06g12b09.jpeg",14,3,10,6,15,12,15,9,2,-1,0,1,2.965,2.285,2,"grøn","44_41",-3,1,0,"Right_lead","Male","Female","surrender",0.315879265042862,0.205784401820089,1.00670888862373,"right"
"3211","42_1","42","Female",24,"Stim\r06y19g29b08.jpeg","Stim\r05y40g33b16.jpeg",6,5,19,40,29,33,8,16,-2,1,1,0,3.282,4.344,1,"rød","44_42",-1,0,1,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3212","42_1","42","Female",24,"Stim\r09y07g06b09.jpeg","Stim\r05y28g23b30.jpeg",9,5,7,28,6,23,9,30,-3,-1,1,1,2.727,5.132,1,"rød","44_42",-4,0,0,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3213","42_1","42","Female",24,"Stim\r13y24g05b28.jpeg","Stim\r05y28g23b30.jpeg",13,5,24,28,5,23,28,30,1,-1,0,1,2.784,2.661,1,"rød","44_42",-8,1,0,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3217","42_1","42","Female",24,"Stim\r10y07g11b10.jpeg","Stim\r11y13g22b35.jpeg",10,11,7,13,11,22,10,35,2,1,1,1,2.891,3.123,1,"rød","44_42",1,1,1,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3220","42_1","42","Female",24,"Stim\r04y28g27b06.jpeg","Stim\r06y14g31b25.jpeg",4,6,28,14,27,31,6,25,-1,-1,0,0,1.867,4.667,1,"rød","44_42",2,0,0,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3223","42_1","42","Female",24,"Stim\r17y11g38b07.jpeg","Stim\r13y21g23b09.jpeg",17,13,11,21,38,23,7,9,-2,-1,0,0,3.956,2.642,1,"blå","44_42",2,0,0,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3225","42_1","42","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r04y16g13b13.jpeg",14,4,20,16,16,13,10,13,1,-1,1,0,26.998,4.363,1,"blå","44_42",3,1,0,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3226","42_1","42","Female",24,"Stim\r13y21g23b09.jpeg","Stim\r03y03g02b05.jpeg",13,3,21,3,23,2,9,5,-3,-1,1,1,2.434,2.731,1,"blå","44_42",-4,0,0,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3227","42_1","42","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r20y14g02b19.jpeg",14,20,10,14,15,2,15,19,2,1,1,1,1.71,2.424,1,"blå","44_42",4,1,1,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3230","42_1","42","Female",24,"Stim\r05y40g33b16.jpeg","Stim\r10y37g07b02.jpeg",5,10,40,37,33,7,16,2,-2,1,1,0,2.104,2.117,1,"gul","44_42",-3,0,1,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3231","42_1","42","Female",24,"Stim\r03y11g01b26.jpeg","Stim\r14y12g04b29.jpeg",3,14,11,12,1,4,26,29,2,1,1,1,2.394,3.027,1,"gul","44_42",1,1,1,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3235","42_1","42","Female",24,"Stim\r17y07g07b24.jpeg","Stim\r19y10g06b15.jpeg",17,19,7,10,7,6,24,15,2,1,1,1,1.249,1.855,1,"gul","44_42",3,1,1,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3236","42_1","42","Female",24,"Stim\r09y17g32b21.jpeg","Stim\r17y20g40b07.jpeg",9,17,17,20,32,40,21,7,2,-1,1,0,1.216,2.09,1,"gul","44_42",3,1,0,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3237","42_1","42","Female",24,"Stim\r13y33g08b23.jpeg","Stim\r21y31g06b08.jpeg",13,21,33,31,8,6,23,8,2,-1,0,1,1.317,1.926,1,"gul","44_42",-2,1,0,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3240","42_1","42","Female",24,"Stim\r07y02g03b06.jpeg","Stim\r10y37g07b02.jpeg",7,10,2,37,3,7,6,2,-2,-1,0,0,0.979,2.463,1,"grøn","44_42",4,0,0,"Right_lead","Female","Female","stick",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3241","42_1","42","Female",24,"Stim\r15y16g12b03.jpeg","Stim\r08y23g10b29.jpeg",15,8,16,23,12,10,3,29,-1,1,1,0,0.877,3.03,1,"grøn","44_42",-2,0,1,"Right_lead","Female","Female","surrender",0.0388180497390579,0.21038824988003,0.993604560288966,"right"
"3245","42_2","42","Female",24,"Stim\r21y24g16b04.jpeg","Stim\r17y07g07b24.jpeg",21,17,24,7,16,7,4,24,1,-1,0,1,1.055,2.621,2,"rød","43_42",-4,1,0,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3246","42_2","42","Female",24,"Stim\r11y26g25b38.jpeg","Stim\r10y03g03b07.jpeg",11,10,26,3,25,3,38,7,2,1,0,0,0.866,2.405,2,"rød","43_42",-1,1,1,"Right_lead","Female","Male","stick",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3247","42_2","42","Female",24,"Stim\r11y10g06b19.jpeg","Stim\r10y02g36b05.jpeg",11,10,10,2,6,36,19,5,2,-1,0,1,1.082,2.177,2,"rød","43_42",-1,1,0,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3248","42_2","42","Female",24,"Stim\r04y16g13b13.jpeg","Stim\r07y02g03b06.jpeg",4,7,16,2,13,3,13,6,1,-1,1,0,1.48,1.679,2,"rød","43_42",3,1,0,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3249","42_2","42","Female",24,"Stim\r13y24g05b28.jpeg","Stim\r17y22g16b15.jpeg",13,17,24,22,5,16,28,15,2,1,1,1,4.001,3.226,2,"rød","43_42",4,1,1,"Right_lead","Female","Male","stick",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3252","42_2","42","Female",24,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,2,-1,0,1,1.222,1.498,2,"rød","43_42",-4,1,0,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3257","42_2","42","Female",24,"Stim\r07y06g08b05.jpeg","Stim\r02y10g14b11.jpeg",7,2,6,10,8,14,5,11,-2,-1,0,0,1.757,1.991,2,"blå","43_42",6,0,0,"Right_lead","Female","Male","stick",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3258","42_2","42","Female",24,"Stim\r22y23g20b06.jpeg","Stim\r06y19g29b08.jpeg",22,6,23,19,20,29,6,8,-2,1,0,1,0.89,1.611,2,"blå","43_42",2,0,1,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3261","42_2","42","Female",24,"Stim\r09y17g32b21.jpeg","Stim\r11y14g08b23.jpeg",9,11,17,14,32,8,21,23,-2,1,0,1,1.212,1.808,2,"blå","43_42",2,0,1,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3262","42_2","42","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r12y09g30b18.jpeg",14,12,20,9,16,30,10,18,-2,1,0,1,1.033,1.442,2,"blå","43_42",8,0,1,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3264","42_2","42","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r17y12g19b18.jpeg",14,17,10,12,15,19,15,18,-3,-1,0,0,0.984,2.649,2,"gul","43_42",2,0,0,"Right_lead","Female","Male","stick",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3269","42_2","42","Female",24,"Stim\r10y13g07b36.jpeg","Stim\r09y17g32b21.jpeg",10,9,13,17,7,32,36,21,-2,1,0,1,0.861,1.711,2,"gul","43_42",4,0,1,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3271","42_2","42","Female",24,"Stim\r05y28g23b30.jpeg","Stim\r09y06g26b32.jpeg",5,9,28,6,23,26,30,32,2,-1,1,0,0.961,1.22,2,"grøn","43_42",3,1,0,"Right_lead","Female","Male","surrender",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3275","42_2","42","Female",24,"Stim\r21y03g15b37.jpeg","Stim\r15y05g12b10.jpeg",21,15,3,5,15,12,37,10,-2,-1,1,1,0.965,1.703,2,"grøn","43_42",-3,0,0,"Right_lead","Female","Male","stick",-0.101247178324547,0.209497082584395,0.975476599477325,"right"
"3277","46_1","46","Female",27,"Stim\r05y40g33b16.jpeg","Stim\r13y21g23b09.jpeg",5,13,40,21,33,23,16,9,2,-1,1,0,2.518,12.496,1,"rød","45_46",8,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3280","46_1","46","Female",27,"Stim\r13y24g05b28.jpeg","Stim\r09y06g26b32.jpeg",13,9,24,6,5,26,28,32,2,1,0,0,1.692,2.639,1,"rød","45_46",-4,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3282","46_1","46","Female",27,"Stim\r17y07g07b24.jpeg","Stim\r16y09g06b10.jpeg",17,16,7,9,7,6,24,10,2,1,0,0,2.088,2.534,1,"rød","45_46",-1,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3284","46_1","46","Female",27,"Stim\r20y14g02b19.jpeg","Stim\r13y21g23b09.jpeg",20,13,14,21,2,23,19,9,-2,1,1,0,1.764,3.844,1,"rød","45_46",-7,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3286","46_1","46","Female",27,"Stim\r02y10g14b11.jpeg","Stim\r04y39g24b15.jpeg",2,4,10,39,14,24,11,15,-2,1,0,1,1.597,3.493,1,"blå","45_46",4,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3287","46_1","46","Female",27,"Stim\r17y11g38b07.jpeg","Stim\r22y35g09b11.jpeg",17,22,11,35,38,9,7,11,-2,1,0,1,1.29,3.759,1,"blå","45_46",4,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3288","46_1","46","Female",27,"Stim\r12y07g07b17.jpeg","Stim\r12y07g16b25.jpeg",12,12,7,7,7,16,17,25,2,-1,1,0,1.027,4.698,1,"blå","45_46",8,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3289","46_1","46","Female",27,"Stim\r12y07g16b25.jpeg","Stim\r09y17g32b21.jpeg",12,9,7,17,16,32,25,21,-3,1,1,0,1.298,4.168,1,"blå","45_46",-4,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3290","46_1","46","Female",27,"Stim\r10y37g07b02.jpeg","Stim\r01y27g01b01.jpeg",10,1,37,27,7,1,2,1,3,1,0,0,1.638,2.191,1,"blå","45_46",-1,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3294","46_1","46","Female",27,"Stim\r09y15g18b07.jpeg","Stim\r05y40g33b16.jpeg",9,5,15,40,18,33,7,16,2,-1,1,0,1.095,1.831,1,"blå","45_46",9,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3295","46_1","46","Female",27,"Stim\r18y19g14b27.jpeg","Stim\r20y04g39b23.jpeg",18,20,19,4,14,39,27,23,-2,1,1,0,1.503,2.652,1,"blå","45_46",-4,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3296","46_1","46","Female",27,"Stim\r21y03g15b37.jpeg","Stim\r14y08g21b39.jpeg",21,14,3,8,15,21,37,39,4,1,1,1,1.636,7.952,1,"blå","45_46",2,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3297","46_1","46","Female",27,"Stim\r11y13g22b35.jpeg","Stim\r17y11g38b07.jpeg",11,17,13,11,22,38,35,7,2,-1,0,1,1.819,3.731,1,"gul","45_46",-2,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3298","46_1","46","Female",27,"Stim\r17y20g40b07.jpeg","Stim\r16y21g04b04.jpeg",17,16,20,21,40,4,7,4,3,-1,1,0,1.403,2.727,1,"gul","45_46",1,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3300","46_1","46","Female",27,"Stim\r09y15g18b07.jpeg","Stim\r07y14g27b22.jpeg",9,7,15,14,18,27,7,22,2,-1,0,1,1.625,2.194,1,"gul","45_46",-1,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3301","46_1","46","Female",27,"Stim\r19y10g06b15.jpeg","Stim\r17y11g38b07.jpeg",19,17,10,11,6,38,15,7,2,-1,1,0,1.447,2.883,1,"gul","45_46",1,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3304","46_1","46","Female",27,"Stim\r03y06g12b09.jpeg","Stim\r14y20g16b10.jpeg",3,14,6,20,12,16,9,10,4,-1,1,0,2.315,1.421,1,"grøn","45_46",4,1,0,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3305","46_1","46","Female",27,"Stim\r14y08g21b39.jpeg","Stim\r08y12g20b03.jpeg",14,8,8,12,21,20,39,3,4,1,0,0,1.285,1.519,1,"grøn","45_46",-1,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3310","46_1","46","Female",27,"Stim\r20y04g39b23.jpeg","Stim\r10y02g36b05.jpeg",20,10,4,2,39,36,23,5,4,1,0,0,1.289,1.664,1,"grøn","45_46",-3,1,1,"Right_lead","Female","Male","stick",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3311","46_1","46","Female",27,"Stim\r02y10g14b11.jpeg","Stim\r06y36g16b14.jpeg",2,6,10,36,14,16,11,14,-3,1,0,1,1.657,2.941,1,"grøn","45_46",2,0,1,"Right_lead","Female","Male","surrender",0.750139053054791,0.202145640894627,1.05142366948255,"right"
"3313","46_2","46","Female",27,"Stim\r20y14g02b19.jpeg","Stim\r17y12g19b18.jpeg",20,17,14,12,2,19,19,18,2,-1,0,1,1.098,2.265,2,"rød","48_46",-3,1,0,"Right_lead","Female","Female","surrender",0.754711036978614,0.197589718684909,0.89124330284092,"right"
"3314","46_2","46","Female",27,"Stim\r13y24g05b28.jpeg","Stim\r12y07g07b17.jpeg",13,12,24,7,5,7,28,17,2,1,0,0,1.247,1.588,2,"rød","48_46",-1,1,1,"Right_lead","Female","Female","stick",0.754711036978614,0.197589718684909,0.89124330284092,"right"
"3315","46_2","46","Female",27,"Stim\r14y10g15b15.jpeg","Stim\r15y16g12b03.jpeg",14,15,10,16,15,12,15,3,3,-1,1,0,1.227,3.753,2,"rød","48_46",1,1,0,"Right_lead","Female","Female","surrender",0.754711036978614,0.197589718684909,0.89124330284092,"right"
"3316","46_2","46","Female",27,"Stim\r11y14g08b23.jpeg","Stim\r15y17g24b30.jpeg",11,15,14,17,8,24,23,30,4,1,1,1,1.279,1.204,2,"rød","48_46",4,1,1,"Right_lead","Female","Female","stick",0.754711036978614,0.197589718684909,0.89124330284092,"right"
"3317","46_2","46","Female",27,"Stim\r08y09g09b11.jpeg","Stim\r14y08g21b39.jpeg",8,14,9,8,9,21,11,39,3,-1,1,0,1.223,1.426,2,"rød","48_46",6,1,0,"Right_lead","Female","Female","surrender",0.754711036978614,0.197589718684909,0.89124330284092,"right"
