"","ID","age","gender","word","response","correct","rt","block","trial","condition","rt_log"
"225",3,24,"Male","Mette","i",1,0.536777089262614,3,11,1,-0.622172374446717
"226",3,24,"Male","Virksomhed","i",1,0.594110150093911,3,12,1,-0.520690538942431
"227",3,24,"Male","Hanne","i",1,0.60691880871309,3,13,1,-0.499360255167118
"228",3,24,"Male","Kontor","i",1,0.583671514992602,3,14,1,-0.538416928729674
"229",3,24,"Male","Camilla","i",1,0.598160297668073,3,15,1,-0.513896504651051
"230",3,24,"Male","Kontor","i",1,0.533630147809163,3,16,1,-0.628052287083992
"231",3,24,"Male","Ægteskab","e",1,1.28105284203775,3,18,1,0.247682272678765
"232",3,24,"Male","Hanne","i",1,1.67175151477568,3,19,1,0.513871888053337
"233",3,24,"Male","Sebastian","e",1,0.602990933111869,3,20,1,-0.505853118666723
"234",3,24,"Male","Josefine","i",1,0.454674136271933,4,3,1,-0.788174300631204
"235",3,24,"Male","Løn","i",1,0.77573981237947,4,4,1,-0.253938108347718
"236",3,24,"Male","Ledelse","i",1,0.54210350633366,4,5,1,-0.612298324679835
"237",3,24,"Male","Karriere","i",1,0.61936466768384,4,6,1,-0.479061055879466
"238",3,24,"Male","Rasmus","e",1,0.734187422407558,4,7,1,-0.308990939082814
"239",3,24,"Male","Camilla","i",1,0.66638895162032,4,8,1,-0.405881767468141
"240",3,24,"Male","Casper","e",1,0.731116343114991,4,9,1,-0.31318267578829
"241",3,24,"Male","Handel","i",1,0.593504591437522,4,10,1,-0.521710328757583
"242",3,24,"Male","Ledelse","i",1,0.733571153803496,4,11,1,-0.309830680236796
"243",3,24,"Male","Ægteskab","e",1,0.57159247196978,4,12,1,-0.559329003115006
"244",3,24,"Male","Mikkel","e",1,0.494739181391196,4,13,1,-0.703724561557753
"245",3,24,"Male","Jens","e",1,0.543457423016662,4,14,1,-0.609803914005296
"246",3,24,"Male","Akademiker","i",1,0.637871468061348,4,15,1,-0.449618476652173
"247",3,24,"Male","Line","i",1,0.762182349484647,4,16,1,-0.271569448138449
"248",3,24,"Male","Kontor","i",1,0.937307053507539,4,17,1,-0.0647443519112305
"249",3,24,"Male","Sebastian","e",1,0.616515819943743,4,18,1,-0.483671295808769
"250",3,24,"Male","Familie","e",1,0.887989946902962,4,19,1,-0.118794857109273
"251",3,24,"Male","Birthe","i",1,1.14973051077686,4,21,1,0.139527576458711
"252",3,24,"Male","Kontor","i",1,1.32168908469612,4,22,1,0.278910528213905
"253",3,24,"Male","Bryllup","e",1,0.66574813934858,4,23,1,-0.406843849112009
"254",3,24,"Male","Jens","e",1,0.530901340796845,4,24,1,-0.633179073878946
"255",3,24,"Male","Løn","i",1,0.825675865053199,4,25,1,-0.19155299766598
"256",3,24,"Male","Josefine","i",1,0.81790757845738,4,26,1,-0.201005933533579
"257",3,24,"Male","Hjem","e",1,0.858698669209844,4,27,1,-0.152337211077994
"258",3,24,"Male","Slægtninge","e",1,0.598514618643094,4,28,1,-0.513304328813578
"259",3,24,"Male","Karriere","i",1,0.666032399400137,4,29,1,-0.406416961877057
"260",3,24,"Male","Morten","e",1,1.52264575133449,4,30,1,0.42044944760253
"261",3,24,"Male","Børn","e",1,0.805934296222404,4,31,1,-0.215753058132796
"262",3,24,"Male","Mette","i",1,0.66958141035866,4,32,1,-0.401102522500107
"263",3,24,"Male","Familie","e",1,0.94511951864115,4,33,1,-0.0564438847331122
"264",3,24,"Male","Line","i",1,0.903542138752528,4,34,1,-0.101432530576978
"265",3,24,"Male","Bryllup","e",1,1.19963130983524,4,35,1,0.182014267781555
"266",3,24,"Male","Forældre","e",1,2.21792524986085,4,36,1,0.796572186764617
"267",3,24,"Male","Virksomhed","i",1,0.817063277063426,4,37,1,-0.202038736615241
"268",3,24,"Male","Hanne","i",1,1.06811575317988,4,38,1,0.0658961177922064
"269",3,24,"Male","Birthe","i",1,0.570104680868099,4,39,1,-0.56193528436947
"270",3,24,"Male","Ægteskab","e",1,0.648056187987095,4,40,1,-0.433777876532317
"271",3,24,"Male","Casper","e",1,0.520048141217558,6,3,0,-0.653833892427326
"272",3,24,"Male","Akademiker","e",1,0.537183175008977,6,4,0,-0.621416134613223
"273",3,24,"Male","Rasmus","e",1,0.480501190148061,6,5,0,-0.732925573679829
"274",3,24,"Male","Camilla","i",1,0.555259792250581,6,6,0,-0.588319180612399
"275",3,24,"Male","Virksomhed","e",1,0.524418694956694,6,7,0,-0.645464877543656
"276",3,24,"Male","Ledelse","e",1,0.627224881376605,6,8,0,-0.466450140170605
"277",3,24,"Male","Ole","e",1,1.18801814981271,6,10,0,0.172286498443874
"278",3,24,"Male","Mette","i",1,0.605087406613166,6,11,0,-0.502382357645852
"279",3,24,"Male","Virksomhed","e",1,0.856214406143408,6,12,0,-0.155234459737289
"280",3,24,"Male","Hanne","i",1,0.630379409063607,6,13,0,-0.461433404259349
"281",3,24,"Male","Kontor","e",1,0.652844876138261,6,14,0,-0.426415733610661
"282",3,24,"Male","Camilla","i",1,0.628921070310753,6,15,0,-0.463749514558142
"283",3,24,"Male","Kontor","e",1,0.651635097601684,6,16,0,-0.428270539982187
"284",3,24,"Male","Morten","e",1,0.686970359296538,6,17,0,-0.375464132819331
"285",3,24,"Male","Ægteskab","i",1,0.947914816613775,6,18,0,-0.0534906366570405
"286",3,24,"Male","Hanne","i",1,0.607424407819053,6,19,0,-0.498527543083259
"287",3,24,"Male","Sebastian","e",1,0.912829453794984,6,20,0,-0.0912062134318677
"288",3,24,"Male","Josefine","i",1,0.99635504570324,7,3,0,-0.00365161332884263
"289",3,24,"Male","Løn","e",1,0.554922874929616,7,4,0,-0.588926138982888
"290",3,24,"Male","Ledelse","e",1,0.505558912322158,7,5,0,-0.682090704637289
"291",3,24,"Male","Karriere","e",1,1.05286522503593,7,6,0,0.051515233541368
"292",3,24,"Male","Rasmus","e",1,1.01577843961422,7,7,0,0.0156552541294555
"293",3,24,"Male","Camilla","i",1,0.565887190256035,7,8,0,-0.569360531145637
"294",3,24,"Male","Casper","e",1,0.574500224465737,7,9,0,-0.554254790978456
"295",3,24,"Male","Handel","e",1,0.768830999586498,7,10,0,-0.262884100096174
"296",3,24,"Male","Ledelse","e",1,0.71487960673403,7,11,0,-0.33564113265617
"297",3,24,"Male","Ægteskab","i",1,0.657979406561935,7,12,0,-0.418581645164917
"298",3,24,"Male","Mikkel","e",1,0.657330561836716,7,13,0,-0.419568248769299
"299",3,24,"Male","Jens","e",1,0.54714253966813,7,14,0,-0.603045926103943
"300",3,24,"Male","Akademiker","e",1,0.703722958482103,7,15,0,-0.351370525158707
"301",3,24,"Male","Line","i",1,0.556181294523412,7,16,0,-0.586660968593879
"302",3,24,"Male","Kontor","e",1,1.00337943670456,7,17,0,0.00337373924087976
"303",3,24,"Male","Sebastian","e",1,0.490047329076333,7,18,0,-0.713253302590274
"304",3,24,"Male","Familie","i",1,0.65530236432096,7,19,0,-0.422658524945392
"305",3,24,"Male","Handel","e",1,0.827352419059025,7,20,0,-0.189524533184383
"306",3,24,"Male","Birthe","i",1,0.719035068847006,7,21,0,-0.329845147976248
"307",3,24,"Male","Kontor","e",1,0.774722366768401,7,22,0,-0.255250550238657
"308",3,24,"Male","Bryllup","i",1,0.659410524152918,7,23,0,-0.416408988276361
"309",3,24,"Male","Jens","e",1,0.624232787988149,7,24,0,-0.471231922508107
"310",3,24,"Male","Løn","e",1,0.965386767667951,7,25,0,-0.0352264624293873
"311",3,24,"Male","Josefine","i",1,0.569487519795075,7,26,0,-0.563018410654469
"312",3,24,"Male","Slægtninge","i",1,1.12342909519793,7,28,0,0.116385700013444
"313",3,24,"Male","Karriere","e",1,0.780748054588912,7,29,0,-0.247502774542947
"314",3,24,"Male","Morten","e",1,1.14047175561427,7,30,0,0.1314419975205
"315",3,24,"Male","Børn","i",1,0.840196777542587,7,31,0,-0.174119155599857
"316",3,24,"Male","Mette","i",1,0.679092741949717,7,32,0,-0.386997574668414
"317",3,24,"Male","Familie","i",1,0.578615524253109,7,33,0,-0.547117056082602
"318",3,24,"Male","Line","i",1,0.537641918053851,7,34,0,-0.620562520242494
"319",3,24,"Male","Bryllup","i",1,0.629392754548462,7,35,0,-0.462999806098322
"320",3,24,"Male","Forældre","i",1,0.523219626338687,7,36,0,-0.647753967427483
"321",3,24,"Male","Virksomhed","e",1,0.641650743054925,7,37,0,-0.443711137254584
